-1-
北京市小客车指标调控管理信息系统
单位新能源指标配置
期号：201601
描述：2016年第01期单位示范应用新能源小客车指标配置结果
指标配置日期：2016-02-26
实际指标配置时间：2016-02-26 10:21:35
有效编码总数：1819
指标配置总数：1819
-指标配置列表-
轮候序号 轮候时间 申请编码
1734 2016-02-02 14:56:17.072 1732105425660
1735 2016-02-02 16:15:13.859 9362105426051
1736 2016-02-02 16:15:13.860 1348105426052
1737 2016-02-02 16:44:39.800 0224105426214
1738 2016-02-02 16:44:39.801 4824105426215
1739 2016-02-02 16:46:41.603 8125105426229
1740 2016-02-02 16:46:41.604 7140105426230
1741 2016-02-02 16:46:41.605 8426105426231
1742 2016-02-02 16:46:41.606 5707105426232
1743 2016-02-02 16:46:41.606 2286105426233
1744 2016-02-02 17:02:33.813 4389105426343
1745 2016-02-02 17:09:50.201 7436105426362
1746 2016-02-02 17:33:35.641 8874105426466
1747 2016-02-02 17:33:35.641 7565105426467
1748 2016-02-02 18:12:43.248 0569105426590
1749 2016-02-02 19:19:32.981 2896105426761
1750 2016-02-03 08:45:35.010 5317105427439
1751 2016-02-03 09:01:54.923 9616105427530
1752 2016-02-03 09:11:34.345 2057105427571
1753 2016-02-03 09:11:34.346 4540105427572
1754 2016-02-03 09:12:01.899 9085105427554
1755 2016-02-03 09:21:54.111 4540105427606
1756 2016-02-03 09:25:00.118 2076105427625
1757 2016-02-03 09:53:37.487 6150105427727
1758 2016-02-03 09:53:37.488 1780105427728
1759 2016-02-03 10:14:46.366 1083105427828
1760 2016-02-03 10:14:46.366 5200105427829
1761 2016-02-03 10:14:46.367 1502105427830
1762 2016-02-03 10:14:46.368 0662105427831
1763 2016-02-03 10:14:46.369 2154105427832
1764 2016-02-03 10:54:15.997 6433105427988
1765 2016-02-03 10:58:52.764 2199105428011
1766 2016-02-03 11:08:51.638 6879105428077
1767 2016-02-03 11:08:51.639 0908105428078
1768 2016-02-03 11:08:51.640 8430105428079
1769 2016-02-03 11:09:04.882 2228105428080
1770 2016-02-03 11:09:04.884 7951105428081
-48-
1771 2016-02-03 11:24:43.614 1076105428144
1772 2016-02-03 11:26:06.986 8658105428140
1773 2016-02-03 11:50:56.523 4384105428246
1774 2016-02-03 12:05:30.485 0123105428272
1775 2016-02-03 12:09:23.492 8013105428283
1776 2016-02-03 13:29:48.413 0425105428498
1777 2016-02-03 13:29:48.414 7986105428499
1778 2016-02-03 13:29:48.415 3391105428500
1779 2016-02-03 13:29:48.415 7279105428501
1780 2016-02-03 13:40:27.244 0554105428556
1781 2016-02-03 14:02:48.670 4763105428658
1782 2016-02-03 14:02:48.670 6708105428659
1783 2016-02-03 14:04:17.834 2373105428665
1784 2016-02-03 14:30:45.642 3631105428791
1785 2016-02-03 15:36:27.969 3983105429073
1786 2016-02-03 15:37:58.099 8122105429127
1787 2016-02-03 15:37:58.100 5616105429128
1788 2016-02-03 15:43:22.538 6479105429165
1789 2016-02-03 17:55:31.559 7276105429681
1790 2016-02-03 20:09:40.653 7681105429991
1791 2016-02-03 21:51:00.496 2392105430251
1792 2016-02-03 21:51:00.497 0855105430252
1793 2016-02-04 09:45:04.021 7510105430763
1794 2016-02-04 09:45:04.027 3162105430784
1795 2016-02-04 09:45:04.028 0319105430785
1796 2016-02-04 09:45:04.029 0279105430786
1797 2016-02-04 09:45:04.030 6280105430787
1798 2016-02-04 09:55:01.489 7504105430777
1799 2016-02-04 10:31:23.919 6550105430892
1800 2016-02-04 12:21:54.173 3963105431243
1801 2016-02-04 12:46:17.291 2797105431298
1802 2016-02-04 15:04:28.331 6965105431676
1803 2016-02-04 17:00:20.283 2167105432097
1804 2016-02-05 10:42:27.751 3080105433372
1805 2016-02-05 11:00:34.246 2708105433400
1806 2016-02-05 13:06:58.047 3066105433744
1807 2016-02-05 13:14:52.196 4217105433755
1808 2016-02-05 13:14:52.197 8572105433756
-49-
1809 2016-02-05 13:14:52.197 6128105433757
1810 2016-02-05 15:31:28.638 5637105434077
1811 2016-02-05 15:31:28.639 2807105434078
1812 2016-02-05 15:31:28.640 6388105434079
1813 2016-02-05 16:29:40.855 3879105434212
1814 2016-02-05 17:04:46.023 3721105434327
1815 2016-02-05 22:27:51.934 3788105435022
1816 2016-02-06 09:21:58.346 0438105435248
1817 2016-02-06 11:47:32.205 8450105435551
1818 2016-02-06 12:49:10.978 4366105435620
1819 2016-02-07 07:33:44.588 8388105436615
------------------------------------------------------------
